cve_id,published,years_since_published,cvss_score,severity,references_count,weaknesses_count,has_windows,has_linux,has_android,os_count,description_text,risk_score
CVE-2024-21622,,0.24,6.5,MEDIUM,0,0,0,0,0,0,craft content management system potential moderate impact low complexity privilege escalation vulnerability craft starting certain user permissions setups has been fixed craft craft users should ensure they running least those versions,30.0
CVE-2024-21623,,0.24,6.5,MEDIUM,0,0,0,0,0,0,otclient alternative tibia client otserv commit db560de0b56476c87a2f967466407939196dd254 mehah otclient analysis sonarcloud workflow vulnerable expression injection actions allowing attacker run commands remotely runner leak secrets alter repository using workflow commit db560de0b56476c87a2f967466407939196dd254 contains fix issue,30.0
CVE-2024-21625,,0.24,6.5,MEDIUM,0,0,0,0,0,0,sidequest place get virtual reality applications oculus quest sidequest desktop application uses deep links custom protocol sidequest trigger actions application web contents because deep link urls not sanitized properly all cases one click remote code execution can achieved cases when device connected user presented malicious link clicks within application custom protocol links within electron application now being parsed sanitized properly,30.0
CVE-2024-21627,,0.24,6.5,MEDIUM,0,0,0,0,0,0,prestashop open source commerce platform versions some event attributes not detected iscleanhtml method some modules using iscleanhtml method could vulnerable cross site scripting versions contain patch issue best workaround use htmlpurifier library sanitize html input coming users library already available dependency prestashop project beware though legacy object models fields html type will call iscleanhtml,30.0
CVE-2024-21628,,0.24,6.5,MEDIUM,0,0,0,0,0,0,prestashop open source commerce platform iscleanhtml method not used form makes possible store cross site scripting payload database impact low because html not interpreted bo thanks twig escape mechanism fo cross site scripting attack effective but only impacts customer sending customer session sent issue affects those who have module fetching these messages db displaying without escaping html contains patch issue,30.0
CVE-2024-21629,,0.24,6.5,MEDIUM,0,0,0,0,0,0,rust evm ethereum virtual machine interpreter rust evm feature called record external operation introduced allowing library users record custom gas changes feature can have some bogus interactions call stack particular during finalization create create2 case substack execution happens successfully rust evm will first commit substate then call record external operation write out code len if record external operation later fails error returned parent call stack instead succeeded yet substate commitment already happened causes smart contracts able commit state changes when parent caller contract receives zero address usually indicates execution has failed issue only impacts library users custom record external operation returns errors issue patched release no known workarounds available,30.0
CVE-2024-21631,,0.24,6.5,MEDIUM,0,0,0,0,0,0,vapor http web framework swift vapor vapor urlparser parse function uses uint16 indexes when parsing uri components may cause integer overflows when parsing untrusted inputs vulnerability does not affect vapor directly but could impact applications relying uri type validating user input uri type used several places vapor developer may decide use uri represent url their application especially if url then passed http client rely public properties methods however uri may fail properly parse valid albeit abnormally long url due string ranges being converted bit integers attacker may use behavior trick application into accepting url untrusted destination padding port number zeros attacker can cause integer overflow occur when url authority parsed result spoof host contains patch issue workaround validate user input before parsing uri if possible use foundation url urlcomponents utilities,30.0
CVE-2024-21632,,0.24,6.5,MEDIUM,0,0,0,0,0,0,omniauth microsoft graph provides omniauth strategy microsoft graph api versions implementation did not validate legitimacy email attribute user nor did give document option do so making susceptible noauth misconfiguration cases when email used trusted user identifier could lead account takeover contains fix issue,30.0
CVE-2024-21633,,0.24,6.5,MEDIUM,0,0,0,0,1,1,apktool tool reverse engineering android apk files versions apktool infers resource files output path according their resource names can manipulated attacker place files desired location system apktool runs affected environments those attacker may write overwrite any file user has write access either user name known cwd under user folder commit d348c43b24a9de350ff6e5bd610545a10c1fc712 contains patch issue,30.0
CVE-2024-21634,,0.24,6.5,MEDIUM,0,0,0,0,0,0,amazon ion java implementation ion data notation potential denial service issue exists ion java applications use ion java deserialize ion text encoded data deserialize ion text binary encoded data into ionvalue model then invoke certain ionvalue methods memory representation actor could craft ion data when loaded affected application processed using ionvalue model results stackoverflowerror originating ion java library patch included ion java workaround do not load data originated untrusted source could have been tampered,30.0
CVE-2024-21636,,0.24,6.5,MEDIUM,0,0,0,0,0,0,view component framework building reusable testable encapsulated view components ruby rails versions have cross site scripting vulnerability has potential impact anyone rendering component directly controller view component gem note only components define call method instead using sidecar template affected return value call method not sanitized can include user defined content addition return value output postamble methodis not sanitized can also lead cross site scripting issues versions have been fully mitigate both call output postamble vulnerabilities workaround sanitize return value call,30.0
CVE-2024-21637,,0.24,6.5,MEDIUM,0,0,0,0,0,0,authentik open source identity provider authentik vulnerable reflected cross site scripting vulnerability via javascript uris openid connect flows response mode form post relatively user could use described attacks perform privilege escalation vulnerability has been patched versions,30.0
CVE-2024-21638,,0.24,6.5,MEDIUM,0,0,0,0,0,0,azure ipam ip address management lightweight solution developed top azure platform designed help azure customers manage their ip address space easily effectively design there no write access customers azure environments service principal used only assigned reader role root management group level until recently solution lacked validation passed authentication token may result attacker impersonating any privileged user access data stored within ipam instance subsequently azure causing elevation privilege vulnerability has been patched,30.0
CVE-2024-21639,,0.24,6.5,MEDIUM,0,0,0,0,0,0,cef chromium embedded framework simple framework embedding chromium based browsers other applications ceflayeredwindowupdaterosr onallocatedsharedmemory does not check size shared memory leads out bounds read outside sandbox vulnerability patched commit 1f55d2e,30.0
CVE-2024-21640,,0.24,6.5,MEDIUM,0,0,0,0,0,0,chromium embedded framework cef simple framework embedding chromium based browsers other applications cefvideoconsumerosr onframecaptured does not check pixel format properly leads out bounds read out sandbox vulnerability patched commit 1f55d2e,30.0
CVE-2024-21641,,0.24,6.5,MEDIUM,0,0,0,0,0,0,flarum open source discussion platform software flarum logout route includes redirect parameter allows any third party redirect users trusted domain flarum installation redirect any link logged users logout must confirmed guests immediately redirected could used spammers redirect web address using trusted domain running flarum installation vulnerability has been fixed published flarum core v1 workaround some extensions modifying logout route can remedy issue if their implementation safe,30.0
CVE-2024-21642,,0.24,6.5,MEDIUM,0,0,0,0,0,0,tale visualizer pandas data structures users hosting versions tale publicly can vulnerable server side request forgery ssrf allowing attackers access files server users should upgrade where load web input turned off default only workaround versions earlier than only host tale trusted users,30.0
CVE-2024-21643,,0.24,6.5,MEDIUM,0,0,0,0,0,0,identitymodel extensions net provide assemblies web developers wish use federated identity providers establishing caller identity anyone leveraging signed signed vulnerable microsoft identitymodel trusts jku claim default signed raises possibility make any remote local http get request vulnerability has been fixed microsoft identitymodel protocols signed users should all their microsoft identitymodel versions 7x higher 6x higher,30.0
CVE-2024-21644,,0.24,6.5,MEDIUM,0,0,0,0,0,0,pyload free open source download manager written pure python any unauthenticated user can browse specific url expose flask config including secret key variable issue has been patched 0b3 dev77,30.0
CVE-2024-21645,,0.24,6.5,MEDIUM,0,0,0,0,0,0,pyload free open source download manager written pure python log injection vulnerability identified pyload allowing any unauthenticated actor inject arbitrary messages into logs gathered pyload forged otherwise corrupted log files can used cover attacker tracks even implicate another party commission malicious act vulnerability has been patched 0b3 dev77,30.0
CVE-2024-21646,,0.24,6.5,MEDIUM,0,0,0,0,0,0,azure uamqp general purpose library amqp uamqp library used several clients implement amqp protocol communication when clients using library receive crafted binary type data integer overflow wraparound memory safety issue can occur may cause remote code execution vulnerability has been patched release,30.0
CVE-2024-21647,,0.24,6.5,MEDIUM,0,0,0,0,0,0,puma web server ruby rack applications built parallelism puma exhibited incorrect behavior when parsing chunked transfer encoding bodies way allowed http request smuggling fixed versions limits size chunk extensions without limit attacker could cause unbounded resource cpu network bandwidth consumption vulnerability has been fixed versions,30.0
CVE-2024-21648,,0.24,6.5,MEDIUM,0,0,0,0,0,0,xwiki platform generic wiki platform offering runtime services applications built top rollback action missing right protection user can rollback previous page gain rights they don have anymore problem has been patched xwiki rc ensuring rights checked before performing rollback,30.0
CVE-2024-21650,,0.24,6.5,MEDIUM,0,0,0,0,0,0,xwiki platform generic wiki platform offering runtime services applications built top xwiki vulnerable remote code execution rce attack through user registration feature issue allows attacker execute arbitrary code crafting malicious payloads first name last name fields during user registration impacts all installations have user registration enabled guests vulnerability has been patched xwiki rc1,30.0
CVE-2024-21651,,0.24,6.5,MEDIUM,0,0,0,0,0,0,xwiki platform generic wiki platform offering runtime services applications built top user able attach file page can post malformed tar file manipulating file modification times headers when parsed tika could cause denial service issue via cpu consumption vulnerability has been patched xwiki rc1,30.0
